word_table_index,word_section,word_object,word_row,word_col,module,excel_sheet,excel_section,excel_object,excel_row,excel_col,value,reason
12,吸光度稳定性检测,在340nm波长下，测定0.5A橙黄G溶液33次,39,4,M1,1,吸光度稳定性检测,0.5A橙黄G溶液,223,13,≤0.01,章节+名称+表头匹配后按行键复制
12,吸光度稳定性检测,在340nm波长下，测定0.5A橙黄G溶液33次,40,3,M1,1,吸光度稳定性检测,0.5A橙黄G溶液,224,8,■ Pass,章节+名称+表头匹配后按行键复制
12,吸光度稳定性检测,在340nm波长下，测定0.5A橙黄G溶液33次,40,4,M1,1,吸光度稳定性检测,0.5A橙黄G溶液,224,13,■ Pass,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,1,2,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,226,8,0.5A硫酸铜溶液,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,7,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,228,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,7,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,228,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,8,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,229,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,8,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,229,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,9,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,230,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,9,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,230,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,10,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,231,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,10,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,231,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,11,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,232,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,11,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,232,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,12,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,233,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,12,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,233,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,13,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,234,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,13,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,234,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,14,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,235,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,14,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,235,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,15,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,236,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,15,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,236,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,16,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,237,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,16,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,237,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,17,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,238,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,17,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,238,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,18,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,239,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,18,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,239,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,19,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,240,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,19,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,240,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,20,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,241,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,20,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,241,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,21,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,242,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,21,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,242,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,22,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,243,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,22,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,243,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,23,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,244,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,23,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,244,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,24,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,245,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,24,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,245,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,25,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,246,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,25,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,246,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,26,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,247,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,26,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,247,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,27,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,248,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,27,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,248,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,28,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,249,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,28,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,249,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,29,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,250,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,29,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,250,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,30,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,251,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,30,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,251,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,31,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,252,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,31,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,252,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,32,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,253,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,32,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,253,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,33,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,254,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,33,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,254,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,34,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,255,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,34,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,255,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,35,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,256,8,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,35,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,256,13,0.49,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,36,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,262,8,0.4953,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,36,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,262,13,0.4931,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,37,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,263,8,0.4929,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,37,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,263,13,0.4905,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,38,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,264,8,0.0024,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,38,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,264,13,0.0026,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,39,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,265,8,≤0.01,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,39,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,265,13,≤0.01,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,40,3,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,266,8,■ Pass,章节+名称+表头匹配后按行键复制
13,吸光度稳定性检测,0.5A硫酸铜溶液,40,4,M1,1,吸光度稳定性检测,0.5A硫酸铜溶液,266,13,■ Pass,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,3,2,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,271,7,0.00,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,3,3,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,271,8,0.39,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,3,4,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,271,9,0.79,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,3,5,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,271,10,1.18,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,3,6,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,271,11,1.56,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,3,7,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,271,12,1.93,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,3,8,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,271,13,2.3,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,3,9,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,271,14,2.73,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,3,10,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,271,15,3.09,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,3,11,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,271,16,3.52,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,3,12,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,271,17,3.87,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,4,2,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,272,7,-0.00,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,4,3,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,272,8,0.4,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,4,4,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,272,9,0.79,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,4,5,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,272,10,1.17,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,4,6,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,272,11,1.58,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,4,7,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,272,12,1.93,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,4,8,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,272,13,2.31,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,4,9,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,272,14,2.74,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,4,10,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,272,15,3.09,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,4,11,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,272,16,3.52,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,4,12,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,272,17,3.88,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,5,2,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,273,7,-0.00,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,5,3,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,273,8,0.4,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,5,4,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,273,9,0.79,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,5,5,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,273,10,1.17,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,5,6,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,273,11,1.56,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,5,7,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,273,12,1.94,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,5,8,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,273,13,2.3,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,5,9,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,273,14,2.71,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,5,10,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,273,15,3.11,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,5,11,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,273,16,3.5,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,5,12,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,273,17,3.86,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,6,2,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,274,7,-0.00,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,6,3,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,274,8,0.39,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,6,4,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,274,9,0.79,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,6,5,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,274,10,1.18,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,6,6,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,274,11,1.58,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,6,7,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,274,12,1.94,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,6,8,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,274,13,2.3,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,6,9,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,274,14,2.71,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,6,10,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,274,15,3.1,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,6,11,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,274,16,3.49,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,6,12,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,274,17,3.86,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,7,2,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,275,7,-0.00,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,7,3,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,275,8,0.4,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,7,4,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,275,9,0.79,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,7,5,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,275,10,1.17,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,7,6,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,275,11,1.56,章节+名称+表头匹配后按行键复制
14,吸光度线性范围检测,橙黄G(4.2A)11个梯度浓度的反应盘内圈吸光度线性值（450nm）,7,7,M1,1,吸光度线性范围检测,参考中华人民共和国医药行业标准YY/T0654-2017，要求相对偏倚在±5%范围内的最大吸光度应不小于2,275,12,1.95,章节+名称+表头匹配后按行键复制
